timestamp,temp_entrada_c,temp_saida_c,vazao_m3_h,potencia_kw,pressao_oleo_bar,nivel_tanque_pct
2026-01-01 17:40:00,28.58,22.76,98.23,159.78,2.72,69.2
2026-01-01 17:45:00,28.44,23.1,97.62,155.6,2.75,67.3
2026-01-01 17:50:00,28.46,23.07,98.25,154.09,2.81,67.9
2026-01-01 17:55:00,28.78,23.78,98.98,147.38,2.79,68.5
2026-01-01 18:00:00,28.65,23.71,96.18,148.11,2.79,67.1
2026-01-01 18:05:00,28.84,23.18,101.43,156.31,2.75,65.9
2026-01-01 18:10:00,28.45,23.42,97.12,150.75,2.74,66.4
2026-01-01 18:15:00,28.3,23.3,96.72,152.31,2.75,67.3
2026-01-01 18:20:00,28.41,23.15,99.03,152.88,2.8,68.6
2026-01-01 18:25:00,28.51,23.27,93.24,151.14,2.81,69.5
2026-01-01 18:30:00,28.48,23.45,95.87,150.33,2.69,65.6
2026-01-01 18:35:00,28.15,22.97,100.32,146.23,2.8,66.7
2026-01-01 18:40:00,28.43,22.87,93.53,158.29,2.71,67.0
2026-01-01 18:45:00,28.45,23.4,100.68,159.76,2.77,68.8
2026-01-01 18:50:00,29.01,24.1,101.68,148.06,2.73,66.8
2026-01-01 18:55:00,28.84,23.35,96.99,155.87,2.84,66.9
2026-01-01 19:00:00,28.14,22.76,98.65,157.08,2.71,65.4
2026-01-01 19:05:00,28.27,23.17,100.73,156.0,2.75,68.3
2026-01-01 19:10:00,27.96,23.11,96.78,149.56,2.77,67.3
2026-01-01 19:15:00,28.16,23.1,100.12,143.95,2.68,66.5
2026-01-01 19:20:00,28.37,23.14,96.28,153.9,2.73,67.1
2026-01-01 19:25:00,28.58,23.05,96.77,164.58,2.71,69.2
2026-01-01 19:30:00,28.08,23.1,95.97,150.28,2.7,66.0
2026-01-01 19:35:00,28.09,22.87,98.84,149.06,2.7,66.2
2026-01-01 19:40:00,27.7,22.29,100.88,156.6,2.79,69.4
2026-01-01 19:45:00,28.18,23.54,97.53,139.75,2.69,67.6
2026-01-01 19:50:00,27.94,22.45,94.81,159.53,2.75,68.5
2026-01-01 19:55:00,28.06,23.12,95.29,144.71,2.74,68.0
2026-01-01 20:00:00,27.96,22.65,98.98,154.19,2.63,67.4
2026-01-01 20:05:00,28.14,22.85,102.61,151.77,2.74,66.9
2026-01-01 20:10:00,27.71,22.21,98.98,155.09,2.63,68.7
2026-01-01 20:15:00,27.77,22.41,97.03,158.76,2.75,69.2
2026-01-01 20:20:00,28.65,24.02,99.91,144.18,2.68,69.0
2026-01-01 20:25:00,27.78,22.76,97.4,147.63,2.71,65.6
2026-01-01 20:30:00,27.81,22.56,97.05,149.23,2.63,69.3
2026-01-01 20:35:00,28.53,23.37,95.6,145.47,2.71,66.8
2026-01-01 20:40:00,28.78,23.45,101.51,151.01,2.76,66.2
2026-01-01 20:45:00,27.75,22.34,91.64,154.26,2.65,67.1
2026-01-01 20:50:00,27.94,22.58,99.98,157.82,2.66,68.6
2026-01-01 20:55:00,28.1,22.95,96.82,149.44,2.72,68.1
2026-01-01 21:00:00,28.43,23.69,96.94,149.7,2.72,66.9
2026-01-01 21:05:00,27.74,22.65,102.19,149.07,2.55,68.6
2026-01-01 21:10:00,27.91,22.61,96.17,152.54,2.81,67.5
2026-01-01 21:15:00,28.15,23.23,96.25,144.34,2.72,66.4
2026-01-01 21:20:00,28.05,22.7,97.61,157.24,2.73,66.2
2026-01-01 21:25:00,27.83,22.41,98.96,161.83,2.68,67.9
2026-01-01 21:30:00,27.87,22.66,96.81,146.86,2.57,67.1
2026-01-01 21:35:00,27.55,23.13,93.97,138.53,2.72,65.2
2026-01-01 21:40:00,27.82,22.96,95.73,150.37,2.65,68.5
2026-01-01 21:45:00,27.8,22.15,101.09,155.14,2.71,66.5
2026-01-01 21:50:00,27.91,22.87,98.06,151.41,2.67,69.6
2026-01-01 21:55:00,27.7,23.02,98.98,148.13,2.69,65.1
2026-01-01 22:00:00,27.94,22.46,97.19,156.37,2.63,66.9
2026-01-01 22:05:00,28.06,22.89,96.18,152.96,2.73,66.1
2026-01-01 22:10:00,27.83,22.39,102.01,161.81,2.6,65.7
2026-01-01 22:15:00,27.86,22.63,97.32,158.29,2.81,66.4
2026-01-01 22:20:00,27.77,22.5,96.67,152.77,2.81,69.8
2026-01-01 22:25:00,27.75,22.5,100.5,151.72,2.77,67.4
2026-01-01 22:30:00,27.55,22.22,95.94,150.86,2.75,65.9
2026-01-01 22:35:00,27.8,22.07,96.24,162.49,2.66,64.4
2026-01-01 22:40:00,27.68,22.29,97.73,150.8,2.74,64.5
2026-01-01 22:45:00,28.21,23.46,97.68,144.54,2.66,66.3
2026-01-01 22:50:00,28.07,22.81,98.31,153.28,2.57,66.1
2026-01-01 22:55:00,27.76,22.33,102.87,154.94,2.75,66.7
2026-01-01 23:00:00,27.45,22.02,98.46,156.59,2.73,63.7
2026-01-01 23:05:00,27.35,22.33,91.65,155.93,2.66,66.9
2026-01-01 23:10:00,27.91,22.49,98.38,155.14,2.59,68.6
2026-01-01 23:15:00,27.67,22.31,97.64,153.11,2.62,69.5
2026-01-01 23:20:00,27.71,21.94,97.63,163.58,2.55,64.2
2026-01-01 23:25:00,27.14,22.2,98.11,148.85,2.71,65.8
2026-01-01 23:30:00,27.79,22.8,97.39,153.17,2.56,65.7
2026-01-01 23:35:00,27.66,22.62,97.31,150.03,2.67,67.2
2026-01-01 23:40:00,27.25,22.27,98.94,148.38,2.61,65.1
2026-01-01 23:45:00,27.4,22.51,96.03,141.64,2.57,69.5
2026-01-01 23:50:00,27.57,23.16,94.98,134.86,2.67,67.0
2026-01-01 23:55:00,27.5,22.51,104.88,144.87,2.63,66.7
2026-01-02 00:00:00,27.4,22.21,95.5,152.6,2.7,69.3
2026-01-02 00:05:00,27.44,22.47,97.51,144.5,2.58,66.9
2026-01-02 00:10:00,27.39,21.81,93.49,160.6,2.61,67.5
2026-01-02 00:15:00,27.48,22.38,97.49,150.47,2.51,65.7
2026-01-02 00:20:00,27.79,22.38,94.83,153.85,2.52,64.8
2026-01-02 00:25:00,26.77,21.62,96.03,148.38,2.76,65.9
2026-01-02 00:30:00,27.34,22.05,99.71,155.58,2.78,70.1
2026-01-02 00:35:00,27.43,22.28,98.24,148.91,2.66,67.8
2026-01-02 00:40:00,27.45,22.03,98.45,152.44,2.6,67.2
2026-01-02 00:45:00,27.27,22.18,92.56,152.81,2.63,65.3
2026-01-02 00:50:00,26.91,21.72,101.55,153.7,2.7,68.2
2026-01-02 00:55:00,27.42,22.26,93.94,149.87,2.62,64.7
2026-01-02 01:00:00,27.75,22.77,100.7,151.34,2.66,64.4
2026-01-02 01:05:00,26.93,21.77,99.4,151.73,2.65,65.9
2026-01-02 01:10:00,27.51,21.9,98.25,159.43,2.62,69.7
2026-01-02 01:15:00,27.2,22.22,94.63,145.66,2.62,69.6
2026-01-02 01:20:00,27.26,22.11,97.1,157.35,2.67,66.0
2026-01-02 01:25:00,27.0,21.64,95.5,152.17,2.59,65.7
2026-01-02 01:30:00,27.17,21.85,96.71,158.32,2.68,64.2
2026-01-02 01:35:00,27.56,22.53,95.97,148.65,2.62,66.8
2026-01-02 01:40:00,27.37,22.94,91.46,141.69,2.66,66.9
2026-01-02 01:45:00,27.65,22.5,99.32,153.87,2.73,67.8
2026-01-02 01:50:00,27.5,23.03,96.27,144.18,2.64,68.0
2026-01-02 01:55:00,27.3,21.92,95.21,151.78,2.71,66.3
2026-01-02 02:00:00,27.62,22.56,94.98,152.55,2.54,67.4
2026-01-02 02:05:00,27.28,22.02,97.23,158.37,2.62,65.5
2026-01-02 02:10:00,27.37,22.59,94.05,144.23,2.65,67.4
2026-01-02 02:15:00,27.08,22.46,90.6,141.92,2.77,65.8
2026-01-02 02:20:00,27.16,22.09,97.21,148.31,2.54,67.2
2026-01-02 02:25:00,26.95,21.97,97.44,147.72,2.65,67.1
2026-01-02 02:30:00,27.37,22.5,95.6,151.75,2.74,66.6
2026-01-02 02:35:00,26.81,21.81,93.18,145.22,2.61,67.7
2026-01-02 02:40:00,27.29,21.62,96.22,156.02,2.64,64.1
2026-01-02 02:45:00,27.04,21.86,92.29,155.58,2.68,64.9
2026-01-02 02:50:00,27.37,22.14,93.33,153.58,2.67,66.0
2026-01-02 02:55:00,27.26,22.08,93.97,157.36,2.75,64.3
2026-01-02 03:00:00,27.52,22.18,97.91,152.76,2.69,65.8
2026-01-02 03:05:00,27.23,22.32,94.84,147.56,2.74,65.8
2026-01-02 03:10:00,26.65,22.21,94.57,138.09,2.64,68.4
2026-01-02 03:15:00,27.02,22.11,100.53,148.63,2.62,66.6
2026-01-02 03:20:00,26.73,21.58,96.47,145.75,2.65,67.9
2026-01-02 03:25:00,26.89,22.18,96.38,146.37,2.59,66.8
2026-01-02 03:30:00,27.38,22.49,94.56,147.83,2.69,65.5
2026-01-02 03:35:00,27.16,22.39,93.93,144.57,2.64,66.5
2026-01-02 03:40:00,26.82,21.51,89.9,150.93,2.63,67.4
2026-01-02 03:45:00,26.73,21.61,97.74,148.1,2.7,68.1
2026-01-02 03:50:00,26.98,21.9,96.38,152.26,2.6,66.1
2026-01-02 03:55:00,26.66,21.59,94.75,146.07,2.72,63.8
2026-01-02 04:00:00,26.79,21.89,94.8,148.59,2.64,63.7
2026-01-02 04:05:00,27.03,22.07,96.93,154.52,2.74,65.7
2026-01-02 04:10:00,27.23,22.62,91.14,146.35,2.65,62.7
2026-01-02 04:15:00,27.09,22.73,93.5,134.02,2.71,68.9
2026-01-02 04:20:00,26.36,21.42,92.07,145.34,2.69,67.1
2026-01-02 04:25:00,27.0,22.03,99.28,150.25,2.72,65.2
2026-01-02 04:30:00,26.94,21.74,96.98,151.57,2.68,64.5
2026-01-02 04:35:00,27.01,21.74,89.23,147.32,2.58,67.7
2026-01-02 04:40:00,27.31,22.04,90.89,152.93,2.74,64.4
2026-01-02 04:45:00,26.38,21.76,94.28,142.73,2.68,64.6
2026-01-02 04:50:00,26.75,21.96,93.37,150.68,2.73,64.9
2026-01-02 04:55:00,27.04,22.05,91.18,146.79,2.73,66.2
2026-01-02 05:00:00,26.49,20.99,99.29,160.3,2.64,67.0
2026-01-02 05:05:00,27.25,22.02,95.14,148.16,2.63,67.8
2026-01-02 05:10:00,26.96,21.83,95.49,147.53,2.73,67.6
2026-01-02 05:15:00,27.08,22.33,92.51,146.46,2.67,66.0
2026-01-02 05:20:00,26.72,22.09,95.98,146.32,2.75,67.5
2026-01-02 05:25:00,27.06,22.02,93.16,145.83,2.68,65.0
2026-01-02 05:30:00,27.12,22.56,93.34,141.66,2.76,63.2
2026-01-02 05:35:00,26.91,22.13,95.51,141.04,2.72,64.9
2026-01-02 05:40:00,26.9,22.1,89.84,143.9,2.72,64.7
2026-01-02 05:45:00,26.91,21.69,97.84,154.89,2.68,64.9
2026-01-02 05:50:00,26.62,21.89,94.24,142.98,2.72,64.4
2026-01-02 05:55:00,26.8,22.59,96.92,136.19,2.78,65.2
2026-01-02 06:00:00,26.79,21.86,90.96,143.33,2.7,66.8
2026-01-02 06:05:00,26.92,22.29,91.28,140.25,2.74,68.4
2026-01-02 06:10:00,27.07,22.26,90.61,150.05,2.71,63.2
2026-01-02 06:15:00,26.56,21.78,94.08,145.14,2.72,63.9
2026-01-02 06:20:00,26.79,22.06,93.55,141.03,2.82,64.6
2026-01-02 06:25:00,27.19,22.2,92.15,146.74,2.79,66.9
2026-01-02 06:30:00,26.63,22.23,90.71,133.82,2.72,65.4
2026-01-02 06:35:00,26.61,21.96,90.01,139.17,2.73,64.6
2026-01-02 06:40:00,26.86,21.92,92.99,151.32,2.68,66.8
2026-01-02 06:45:00,27.02,22.4,91.88,141.65,2.71,67.1
2026-01-02 06:50:00,26.81,22.45,91.26,143.83,2.74,65.6
2026-01-02 06:55:00,27.14,22.21,96.77,147.44,2.78,64.4
2026-01-02 07:00:00,27.02,21.98,92.62,148.42,2.78,66.0
2026-01-02 07:05:00,27.01,22.28,95.94,146.66,2.67,65.3
2026-01-02 07:10:00,26.94,22.69,91.36,128.55,2.79,65.2
